title,id,stage,creation,activity,components,assignee,status,message_count
test.regrtest has way too many imports,41718,4,2020-09-04.15:36:12,2020-09-06.12:48:40,['12'],None,1,8.0
multiprocessing.Queue deadlock,41714,None,2020-09-04.10:19:47,2020-09-07.23:44:27,['9'],None,1,3.0
"_signal module leak: test_interpreters leaked [1424, 1422, 1424] references",41713,4,2020-09-04.09:53:41,2020-09-07.14:30:08,['8'],None,1,7.0
REDoS in purge,41712,3,2020-09-04.09:47:22,2020-09-04.16:30:12,"['7', '15']",None,1,4.0
Socker send method throws a timeout exception,41711,None,2020-09-04.09:02:51,2020-09-04.09:33:28,['23'],None,1,1.0
Timeout is affected by jumps in system time,41710,None,2020-09-04.08:34:54,2020-09-04.18:55:50,['8'],None,1,3.0
request make uninstall target,41708,None,2020-09-03.21:56:49,2020-09-03.21:56:49,['7'],None,1,1.0
Builtins like int() and float() should not blindly treat buffer protocol bytes as string characters.,41707,None,2020-09-03.20:51:59,2020-09-04.06:15:31,['8'],None,1,2.0
"docs: operator dunder (`__add__`, et al.) invocations described incorrectly",41706,4,2020-09-03.20:30:50,2020-09-03.20:40:56,['4'],12260,1,1.0
os.makedirs fails on long-path UNC-paths if it is the first sub-folder,41705,None,2020-09-03.19:28:37,2020-09-03.22:01:32,['15'],None,1,2.0
Most bytecode changes are absent from Python 3.9 What's new,41703,None,2020-09-03.13:26:53,2020-10-01.00:08:35,[],13034,1,6.0
"Buildbot web page: connection lost after 1 minute, then display ""Connection restored"" popup",41701,None,2020-09-03.10:21:19,2020-09-03.13:58:44,['12'],None,1,1.0
Potential memory leak with asyncio and run_in_executor,41699,None,2020-09-03.03:24:15,2020-09-03.04:10:12,['30'],None,1,1.0
io.[Text]IOBase.seek doesn't take keyword parameter - revisited,41698,None,2020-09-03.01:32:40,2020-09-03.04:19:41,['4'],12260,1,4.0
asyncio.run interacts surprisingly with debug mode,41696,4,2020-09-03.00:33:50,2020-09-03.20:54:15,['30'],None,1,4.0
http.cookies.SimpleCookie.parse could not parse cookies when one cookie value is json,41695,None,2020-09-02.16:41:04,2020-09-03.05:18:49,[],None,1,2.0
C++ Embedded 'time.sleep()' is not working on Windows host due to 'Py_InitializeEx(0)',41686,None,2020-09-01.12:32:23,2020-09-02.21:09:38,"['15', '34']",None,1,6.0
test_asyncio: Proactor test_sendfile_close_peer_in_the_middle_of_receiving failure,41682,None,2020-09-01.01:20:55,2020-09-01.01:51:47,"['12', '15', '30']",None,1,2.0
os.access() doesn't recognize lack of permissions on an SMB mountpoint,41677,None,2020-08-31.15:29:10,2020-09-01.10:47:53,['23'],None,1,2.0
asyncio.Event.wait broken link from asyncio.Event,41676,4,2020-08-31.13:54:37,2020-08-31.14:04:07,['4'],12260,1,3.0
Result of multiprocessing.heap.BufferWrapper.create_memoryview can point to freed memory,41673,None,2020-08-31.12:56:22,2020-08-31.12:57:18,"['9', '22']",None,1,2.0
inspect.getdoc/.cleandoc doesn't always remove trailing blank lines,41671,3,2020-08-30.22:53:18,2020-09-04.23:01:21,['9'],None,1,1.0
ceval traces code differently with USE_COMPUTED_GOTOS,41670,4,2020-08-30.22:49:31,2020-09-29.09:09:30,['8'],None,1,5.0
"Case mismatch between ""include"" and ""Include""",41669,None,2020-08-30.21:48:06,2020-08-31.23:11:44,['15'],None,1,2.0
Support Windows pseudoterminals in pty and termios modules,41663,2,2020-08-29.18:28:07,2020-09-04.22:51:47,['9'],None,1,1.0
os.path.relpath does not document ValueError on Windows with different drives,41661,None,2020-08-29.06:15:05,2020-08-29.12:47:44,"['4', '15']",12260,1,1.0
multiprocessing.Manager objects lose connection info,41660,None,2020-08-28.23:48:19,2020-08-29.21:31:57,['9'],None,1,4.0
PEG discrepancy on 'if {x} {a}: pass',41659,4,2020-08-28.21:43:15,2020-09-05.13:42:33,[],26244,1,3.0
http.client not allowing non-ascii in headers,41658,None,2020-08-28.21:04:14,2020-08-29.14:45:16,['9'],None,1,3.0
Refactor for object source files variable in Makefile,41657,4,2020-08-28.18:58:28,2020-08-28.19:57:22,['1'],None,1,1.0
New Node may not be visited in lib2to3.refactor.RefactoringTool.traverse_by,41655,4,2020-08-28.13:32:14,2020-08-29.02:58:14,['20'],None,1,3.0
Can't pass  Path like objects to subprocess api's on Windows.,41649,None,2020-08-27.14:25:18,2020-09-12.01:28:59,['15'],None,1,5.0
Typo First Page of Documentation,41645,None,2020-08-26.18:15:24,2020-08-30.00:09:01,['4'],12260,1,4.0
builtin type kwargs,41644,None,2020-08-26.16:37:38,2020-08-26.18:51:12,['4'],12260,1,3.0
make shutil.make_archive always accept pathlib objects,41643,4,2020-08-26.10:55:12,2020-08-26.11:09:29,['9'],None,1,1.0
"Buildbot: workers detached every minute and ""no space left on device"" issue",41642,None,2020-08-26.09:29:54,2020-09-02.19:11:07,['12'],None,1,23.0
"Add a ""message"" action to warnings, to trigger for every *unique* message",41641,None,2020-08-26.09:11:26,2020-08-26.09:11:26,['9'],None,1,1.0
Unpickling derived class of list does not call __init__(),41639,None,2020-08-26.06:50:59,2020-09-07.19:21:49,[],None,1,4.0
Error message: sqlite3.ProgrammingError: You did not supply a value for binding # might be improved,41638,4,2020-08-26.06:16:55,2020-09-04.17:55:49,['9'],None,1,15.0
distutils.util.strtobool documented behaviour,41636,None,2020-08-26.00:48:02,2020-08-26.04:07:36,['4'],12260,1,1.0
flaky test.test_asyncio.test_events.ProactorEventLoopTests.test_call_later,41635,None,2020-08-25.22:45:52,2020-08-25.22:45:52,['12'],None,1,1.0
pydoc skips methods of nested classes,41633,None,2020-08-25.15:28:26,2020-08-25.15:30:09,['9'],None,1,2.0
Enable curses support on Windows,41630,4,2020-08-25.04:15:19,2020-08-25.17:05:55,"['1', '15']",None,1,2.0
__class__ not set defining 'X' as <class '__main__.X'>,41629,None,2020-08-24.23:32:59,2020-08-29.22:26:31,['8'],None,1,3.0
All unittest.mock autospec-generated methods are coroutine functions,41628,None,2020-08-24.23:31:52,2020-08-25.09:17:33,['9'],None,1,2.0
port shebang of tools from python2 to python3,41626,4,2020-08-24.16:28:45,2020-10-22.07:06:08,"['2', '9']",None,1,4.0
Add splice() to the os module,41625,4,2020-08-24.15:57:18,2020-10-13.21:59:23,['9'],26865,1,10.0
Add support for emoji-data.txt and emoji-variation-sequences.txt to unicodedata,41622,None,2020-08-23.20:34:50,2020-09-01.09:46:27,['14'],None,1,2.0
defaultdict miss behave when using default_factory passed as kwargs,41621,4,2020-08-23.19:04:06,2020-08-24.13:49:20,"['4', '22']",12260,1,3.0
Python Unittest does not return results object when the test is skipped,41620,None,2020-08-23.17:50:44,2020-08-29.20:02:16,[],None,1,2.0
Subprocesses created with DETACHED_PROCESS can pop up a console window,41619,None,2020-08-23.12:54:10,2020-08-23.15:06:02,['15'],None,1,5.0
[C API] How many slots of static types should be exposed in PyType_GetSlot(),41618,None,2020-08-23.08:48:18,2020-10-20.09:26:32,['34'],None,1,4.0
__builtin_bswap16 is used without checking it is supported,41617,6,2020-08-23.01:02:46,2020-09-19.04:31:43,['1'],None,1,7.0
sys.argv may be None or an empty list,41615,None,2020-08-22.12:35:17,2020-08-31.00:02:18,['4'],12260,1,11.0
Items put on Queue in thread in child process sometimes not seen by parent process,41614,None,2020-08-22.11:42:15,2020-08-22.11:42:15,[],None,1,1.0
IDLE: problems with completions on Mac,41611,None,2020-08-21.17:51:37,2020-08-21.21:34:57,"['6', '10']",155,1,4.0
IDLE: multiple space deletion by Backspace after non-spaces,41608,4,2020-08-21.13:26:29,2020-08-23.14:04:13,['6'],155,1,4.0
pdb - Clickable path to breakpoints,41607,None,2020-08-21.08:49:30,2020-08-21.20:28:15,['9'],None,1,2.0
multiprocessing.Event.wait hangs when interrupted by signal that sets the event,41606,None,2020-08-21.08:01:43,2020-08-21.08:01:43,[],None,1,1.0
[curses.panel] Failed panel.set_userptr  will decrement refcount of original userptr,41604,4,2020-08-21.00:16:10,2020-08-21.00:28:17,['9'],None,1,1.0
Compilation issue 3.8.5 with Redhat 7.8 and gcc version 4.8.5 20150623 (Red Hat 4.8.5-39) (GCC),41603,None,2020-08-20.23:40:27,2020-08-20.23:41:28,['7'],None,1,1.0
Performance issue using isspace() in extension module on Windows,41601,None,2020-08-20.16:30:59,2020-08-20.16:32:03,"['3', '15']",None,1,1.0
"get/set_payload deprecated, but get_set_content do not provide full replacement functionality",41599,None,2020-08-20.09:40:49,2020-08-20.09:40:49,['29'],None,1,1.0
curses' window.chgat does not change color when specifying curses.A_COLOR,41595,None,2020-08-20.00:39:50,2020-08-20.01:24:12,['9'],None,1,2.0
Intermittent failures of loop.subprocess_exec() to capture output,41594,None,2020-08-20.00:24:11,2020-08-27.11:23:44,['30'],None,1,3.0
pathlib PermissionError problem,41593,None,2020-08-19.22:28:29,2020-08-20.02:40:18,"['9', '32']",None,1,1.0
Make _SubParsersAction public,41592,None,2020-08-19.19:21:34,2020-08-19.19:21:34,['9'],None,1,1.0
Comprehensions documentation,41591,None,2020-08-19.17:40:02,2020-08-20.18:41:01,['4'],12260,1,7.0
"""zip()"" very slowly for this",41590,None,2020-08-19.17:33:13,2020-08-19.23:50:54,['4'],12260,1,6.0
Strange behavior with sparse.dok_matrix  decimal is cast to integer,41589,None,2020-08-19.17:18:37,2020-08-19.17:34:31,[],None,1,2.0
Potential Memory leak with concurrent.futures.ThreadPoolExecutor's map,41588,None,2020-08-19.13:55:15,2020-08-19.13:55:15,['5'],None,1,1.0
policy.max_line_length is incorrectly assumed to never be None,41585,4,2020-08-18.20:47:21,2020-08-25.19:04:23,['29'],None,1,3.0
Cannot use ProcessPoolExecutor if in a decorator?,41577,None,2020-08-18.17:21:46,2020-08-19.03:12:40,['9'],None,1,2.0
document BaseException in favour of bare except in error tutorial,41576,None,2020-08-18.10:56:07,2020-08-22.10:01:41,['4'],12260,1,5.0
Please use active voice in async docs.,41575,None,2020-08-18.09:35:22,2020-08-21.22:26:07,['4'],12260,1,2.0
Implement thread-related commands in pdb,41571,None,2020-08-17.23:48:01,2020-09-09.13:28:53,['9'],None,1,5.0
Add DearPyGui to faq/gui.rst,41570,4,2020-08-17.20:07:14,2020-08-17.20:08:56,['4'],12260,1,None
json.JSONEncoder.default should be called for dict keys as well,41569,None,2020-08-17.17:42:21,2020-08-17.17:42:21,['9'],None,1,1.0
multiprocessing.Pool from concurrent threads failure on 3.9.0rc1,41567,None,2020-08-17.11:37:30,2020-08-17.16:07:35,['9'],None,1,3.0
"Cannot access member ""hex"" for type ""ByteString""",41564,None,2020-08-17.02:50:33,2020-08-24.02:06:57,['9'],None,1,8.0
.python_history file causes considerable slowdown,41563,None,2020-08-16.11:42:32,2020-08-17.10:33:46,['1'],None,1,5.0
StreamReaderProtocol inheritance,41562,None,2020-08-16.06:57:08,2020-08-16.06:57:08,['30'],None,1,1.0
test_ssl fails in Ubuntu 20.04: test_min_max_version_mismatch,41561,4,2020-08-16.04:10:49,2020-10-15.03:58:44,"['1', '12', '33']",3108,1,39.0
pathlib.Path.glob fails on empty string,41560,None,2020-08-16.02:02:44,2020-08-20.04:38:08,['9'],None,1,3.0
Add support for PEP 612 to typing.py,41559,3,2020-08-15.18:36:04,2020-08-15.18:36:04,['9'],None,1,1.0
hostname verification fails if hostname starts with literal IPv4,41556,None,2020-08-15.09:25:03,2020-08-15.12:06:59,['33'],3108,1,3.0
encoded-word abused for header line folding causes RFC 2047 violation,41553,None,2020-08-14.11:53:18,2020-08-18.11:57:09,['29'],None,1,6.0
uuid.uuid1() on certain Macs does not generate unique IDs,41552,3,2020-08-14.09:43:58,2020-08-15.12:17:19,['10'],None,1,8.0
test.support has way too many imports in libregrtest,41551,None,2020-08-14.09:37:24,2020-08-16.08:52:03,['12'],None,1,1.0
pprint() gives exception when ran from pythonw,41546,None,2020-08-14.00:10:04,2020-08-17.19:47:56,"['9', '15']",None,1,9.0
gc API requiring matching number of gc.disable - gc.enable calls,41545,None,2020-08-13.23:52:21,2020-08-17.21:37:25,['8'],None,1,10.0
multiprocessing.dummy.Process lacks daemon parameter,41544,4,2020-08-13.21:08:33,2020-08-13.21:09:41,[],None,1,1.0
contextlib.nullcontext doesn't work with async context managers,41543,4,2020-08-13.20:58:48,2020-08-13.23:59:43,"['9', '30']",None,1,3.0
[PATCH] Make pty.spawn set window size,41541,4,2020-08-13.17:37:00,2020-09-15.01:08:45,['9'],None,1,15.0
print blocks with multiprocessing and buffered output,41539,None,2020-08-13.09:42:10,2020-09-08.17:01:23,[],None,1,6.0
Allow customizing python interpreter in venv.EnvBuilder,41538,4,2020-08-13.08:31:20,2020-08-13.11:35:17,['9'],None,1,1.0
"pathlib's Path(""NUL:"").resolve() throws an error on windows",41536,None,2020-08-13.02:29:57,2020-08-13.20:24:51,['15'],None,1,2.0
platform win32_ver produces incorrect value for release on Windows domain controllers,41535,None,2020-08-12.21:07:17,2020-08-12.21:07:17,['15'],None,1,1.0
zoneinfo: ZoneInfo raises IsADirectoryError instead of ZoneInfoNotFoundError,41530,4,2020-08-12.11:42:16,2020-08-12.14:46:45,['9'],None,1,10.0
Unable to compile 3.0b3 on Ubuntu systems: Fatal Python error: init_fs_encoding: failed to get the Python codec of the filesystem encoding,41529,None,2020-08-12.08:23:18,2020-08-12.20:23:46,['1'],None,1,3.0
Use math module in turtle,41528,None,2020-08-12.07:36:26,2020-09-02.14:45:35,['9'],None,1,5.0
smart quotes in Lib/pydoc_data/topics.py file,41527,None,2020-08-12.06:31:06,2020-08-14.19:05:29,['9'],None,1,3.0
IDLE: configdialog tab icons,41522,None,2020-08-11.16:53:23,2020-08-11.19:39:08,['6'],155,1,2.0
`pkgutil.get_data` causes future imports of children modules to fail.,41519,None,2020-08-10.20:37:28,2020-09-29.20:56:54,['9'],None,1,3.0
venv activate scripts do not pass ShellCheck,41516,None,2020-08-10.15:52:50,2020-08-14.20:09:18,['5'],None,1,2.0
typing.get_type_hints generates KeyError,41515,4,2020-08-10.13:43:58,2020-08-10.19:40:07,['9'],None,1,2.0
Mentions of pdb.set_trace() in library/functions and library/sys incorrectly states that set_trace expects no arguments,41510,4,2020-08-09.00:14:35,2020-08-14.16:35:58,['4'],12260,1,2.0
ntpath.relpath behaves differently on Windows with trailing spaces,41509,None,2020-08-08.17:34:37,2020-08-08.19:15:05,['15'],None,1,2.0
"Use utf-8 in ""Reading and Writing Files"" tutorial.",41507,None,2020-08-08.03:14:44,2020-08-08.03:14:44,['4'],12260,1,1.0
Inclusion or documentation of extended with syntax in 3.9,41506,None,2020-08-08.01:32:00,2020-08-08.22:41:01,[],None,1,2.0
asyncio.gather of large streams with limited resources,41505,None,2020-08-08.01:24:55,2020-08-23.15:53:03,['30'],None,1,3.0
Option for Colored Logging in http.server Module,41502,None,2020-08-07.13:11:36,2020-08-19.19:30:55,['9'],None,1,2.0
"0x80070643, can't install any version",41501,None,2020-08-07.12:54:37,2020-08-09.16:10:18,"['7', '15']",None,1,3.0
logging nested file path,41499,None,2020-08-07.08:38:02,2020-08-07.11:30:01,['9'],None,1,3.0
Undefinied _Py_Sigset_Converter function when HAVE_SIGSET_T not set,41498,None,2020-08-06.20:20:07,2020-08-06.20:21:06,[],None,1,1.0
Create public API for typing._eval_type,41496,4,2020-08-06.12:47:49,2020-08-06.14:29:11,[],None,1,1.0
Adds window resizing support to Lib/pty.py [ SIGWINCH ],41494,6,2020-08-06.11:10:23,2020-09-19.23:33:03,['9'],None,1,6.0
Update bundled pip to 20.2.1 and setuptools to 49.2.1,41490,4,2020-08-05.21:26:19,2020-10-19.21:06:03,['3'],16632,1,25.0
HTMLParser : HTMLParser.error creating multiple errors.,41489,None,2020-08-05.20:04:25,2020-08-16.03:40:23,[],None,1,1.0
Add _BlocksOutputBuffer for bz2/lzma/zlib module,41486,4,2020-08-05.09:55:44,2020-08-05.10:02:14,['9'],None,1,1.0
docstring errors in ipaddress.IPv4Network,41482,4,2020-08-04.19:54:05,2020-08-05.22:03:53,['4'],12260,1,8.0
Empty representation of AssertionError,41478,None,2020-08-04.16:47:24,2020-08-07.19:29:22,['8'],None,1,7.0
Make __future__.annotations default 3.10 in What's New 3.7,41475,4,2020-08-04.14:36:38,2020-08-12.10:38:41,['4'],12260,1,11.0
Missing dependency on Include/cpython/frameobject.h,41474,None,2020-08-04.14:23:53,2020-08-08.00:47:02,['1'],None,1,10.0
test_gdb fails on AMD64 Fedora Rawhide 3.x [gdb 9.2 bug],41473,4,2020-08-04.14:19:27,2020-09-07.15:33:03,['12'],None,1,12.0
webbrowser uses deprecated env variables to detect desktop type,41472,4,2020-08-04.13:34:03,2020-08-04.13:35:01,['9'],None,1,1.0
smtplib.SMTP should reset internal 'helo' and 'ehlo' state within 'connect()',41470,None,2020-08-04.09:39:24,2020-08-05.23:25:36,['29'],None,1,1.0
Avoid duplicating jump information from opcode.py in compile.c,41463,4,2020-08-03.11:00:15,2020-08-04.16:30:20,[],None,1,2.0
os.set_blocking() raises OSError on VxWorks RTOS,41462,4,2020-08-03.09:53:47,2020-08-03.10:10:13,['9'],None,1,1.0
test_pathlib assumes underlying filesystem permits creation with world-write permissions,41461,None,2020-08-03.07:06:46,2020-08-03.07:06:46,['12'],None,1,1.0
pickle.load raises SystemError on malformed input,41459,None,2020-08-02.20:56:15,2020-08-03.18:25:44,['9'],None,1,4.0
Avoid overflow/underflow in math.prod(),41458,None,2020-08-02.20:03:18,2020-08-10.02:11:01,['9'],None,1,28.0
A possible reference leak in _locale.localeconv(),41453,4,2020-08-01.05:37:36,2020-08-01.05:45:08,['5'],None,1,1.0
"OSError is not documented in ssl library, but still can be thrown",41450,None,2020-07-31.14:36:27,2020-08-06.00:52:36,"['4', '33']",12260,1,3.0
CPython 3.8.5 fails to build on Windows with -E option,41444,None,2020-07-30.13:23:44,2020-07-30.16:07:13,"['1', '15']",None,1,3.0
some test cases in test_posix.py fail if some os attributes are not supported,41443,4,2020-07-30.10:49:02,2020-07-30.10:56:22,['12'],None,1,1.0
test_posix.PosixTester.test_getgroups fail on operating systems without supporting unix shell,41442,4,2020-07-30.10:05:24,2020-07-30.10:11:47,['12'],None,1,1.0
test_uuid.py and test_ssl.py failure on OSes without os.fork (VxWorks RTOS),41439,4,2020-07-30.06:06:45,2020-08-04.16:03:36,['12'],None,1,4.0
TimeoutError behavior changes on async.wait_for from python3.7,41438,None,2020-07-29.22:17:28,2020-07-29.22:28:39,['30'],None,1,2.0
SIGINT blocked by socket operations like recv on Windows,41437,None,2020-07-29.18:13:12,2020-07-29.22:20:55,['15'],None,1,2.0
Allow to retrieve ongoing exception handled by every threads,41435,4,2020-07-29.15:39:46,2020-08-03.08:38:38,['8'],None,1,3.0
